NAME,Uniprot,stringId,DNA_Repair,GO_CC,GO_BP,GO_MF,Annotation,An.color,S6.FuzzyCMeans,Ku.FuzzyCMeans,Mre.FuzzyCMeans,S6.FC.nonIR5,S6.FC.IR5,S6.FC.IR30,S6.FC.IR2,S6S.FC.IR8,S6.FC.IR24,S6.FC.nonIR24,Ku.FC.nonIR5,Ku.FC.IR5,Ku.FC.IR30,Ku.FC.IR2,Ku.FC.IR8,Ku.FC.IR24,Ku.FC.nonIR24,Mre.FC.nonIR5,Mre.FC.IR5,Mre.FC.IR30,Mre.FC.IR2,Mre.FC.IR8,Mre.FC.IR24,Mre.FC.nonIR24
IPO5,O00410,9606.ENSP00000261574,HR, nuclear pore [GO:0005643],nucleocytoplasmic transport ,structural constituent of nuclear pore ,Nuclear Pore,deepskyblue3,0,0,0,0,0,0,0,0,0,0,0.080666667,0,2.249333333,2.154666667,1.959666667,0,0,0,0,0,0,0,0,0
IQGAP1,P46940,9606.ENSP00000268182,0,ribonucleoprotein complex ,positive regulation of protein kinase activity ,protein kinase binding ,Chromatin Organization,darkviolet,4,2,3,0,0,0,0.822,2.471666667,0,0,0.798333333,0,0,2.329333333,2.572333333,0,0,0,0,0,0,37.99666667,0,0
IQGAP2,Q13576,9606.ENSP00000274364,0,cytoplasm,regulation of GTPase activity,small GTPase binding,Cell Cycle regulation,coral1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.05666667,0,0,0
ITPRIP,Q8IWB1,9606.ENSP00000278071,0,nuclear outer membrane,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,protein kinase inhibitor activity,Cell Cycle regulation,coral1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.40933333,0,0,0
IWS1,Q96ST2,9606.ENSP00000295321,0,nucleus,chromatin remodeling,protein binding,Chromatin Organization,darkviolet,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.55866667,0,0,0
JMJD1C,Q15652,9606.ENSP00000382204,HR,histone deacetylase complex ,chromatin organization ,chromatin binding ,Chromatin Organization,darkviolet,2,0,0,4.040666667,4.154,4.608666667,1.457,2.379666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JUP,P14923,9606.ENSP00000377508,0, gamma-catenin-TCF7L2 complex [GO:0071665],positive regulation of protein kinase activity ,protein kinase binding ,Transcription Regulation,slateblue1,0,0,0,0,0,0,0,0,0,0,0,1.778166667,4.262833333,1.7195,1.7385,0,0.532833333,0,0,0,0,0,0,0
KARS,Q15046,9606.ENSP00000325448,0,aminoacyl-tRNA synthetase multienzyme complex ,"transcription, DNA-templated ",RNA binding ,p53 Pathway,tomato,0,3,0,0.789666667,1.158333333,0,0,0,0,0,0.453666667,0,1.751,1.855666667,5.316666667,0,0,0,0,0,0,0,0,0
KDM1A,O60341,9606.ENSP00000383042,0,DNA repair complex ,negative regulation of histone H3-K4 methylation ,chromatin binding ,DNA Repair,firebrick1,1,0,6,0,0,0,3.284,0,0,0,0,0,0,0,0,0,0,0,0,49.66266667,0,30.807,0,0
KHDRBS1,Q07666,9606.ENSP00000313829,0,nucleoplasm ,"transcription, DNA-templated ",mRNA binding ,Cell Cycle regulation,coral1,0,0,4,5.925333333,2.997666667,2.700333333,3.099,5.254,3.222333333,4.434666667,0,2.067666667,0,1.999333333,2.49,0,0,0,0,0,0,62.619,68.87366667,63.652
KHSRP,Q92945,9606.ENSP00000381216,0,nucleoplasm ,RNA processing ,mRNA binding ,Transcription Regulation,slateblue1,4,0,2,0,0,0.867333333,0,1.921,0,0,0,0,0,0,0,0,0,0,0,0,0,24.62266667,31.71833333,0
KIF20A,O95235,9606.ENSP00000378356,0,kinesin complex ,protein transport ,protein kinase binding ,Cell Cycle regulation,coral1,0,0,2,0,0,0,3.009,0,3.987333333,0,0,0,0,0,0,0,0,0,0,42.44533333,0,50.10733333,45.80466667,0
KIF22,Q14807,9606.ENSP00000160827,DSB,kinesin complex,mitotic cell cycle,DNA binding,Cell Cycle regulation,coral1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.64166667,31.75766667,0
KIF2B,Q8N4N8,9606.ENSP00000268919,0,centrosome [GO:0005813],cell cycle ,ATPase activity ,DNA Repair,firebrick1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1.686333333,0,0,0,0,0,0,0,0,0
KPNA1,P52294,9606.ENSP00000343701,0,nuclear pore,protein import into nucleus,nuclear import signal receptor activity,Nuclear Pore,deepskyblue3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.40166667,0,0,0
KPNA2,P52292,9606.ENSP00000438483,0, nucleoplasm [GO:0005654],nucleocytoplasmic transport ,histone deacetylase binding ,DNA Repair,firebrick1,0,0,4,0,0,0,0,0,0,0,1.023,0,2.319,3.538,5.878333333,4.597,2.472333333,31,0,26.24133333,0,62.61766667,51.04266667,49.60933333
KPNA4,O00629,9606.ENSP00000334373,0, nuclear membrane [GO:0031965],nucleocytoplasmic transport ,structural constituent of nuclear pore ,DNA Repair,firebrick1,0,3,0,0,0,0,0,0,0,0,0.201333333,0,0,0.796666667,1.911333333,0,0,0,0,0,0,0,0,0
KPNB1,Q14974,9606.ENSP00000290158,0,nuclear pore ,nucleocytoplasmic transport ,RNA binding ,Cell Cycle regulation,coral1,3,0,2,0,2.547666667,2.292333333,5.929,5.506666667,0,0,1.604666667,0,4.475666667,4.742666667,5.229,0,0,0,0,0,0,25.86033333,37.61166667,0
KRT17,Q04695,9606.ENSP00000308452,HR, cytoskeleton [GO:0005856],actin filament capping ,actin filament organization ,DNA Repair,firebrick1,0,0,0,0,0,0,0,0,0,0,0,4.536166667,7.180833333,0.617166667,4.551833333,4.0025,6.019833333,0,0,0,0,0,0,0
KRT18,P05783,9606.ENSP00000373487,HR,nucleolus ,cell cycle ,RNA binding ,Cell Cycle regulation,coral1,4,0,0,4.87925,3.934833333,4.012166667,3.676833333,6.819833333,4.1815,4.8355,0.485166667,1.064166667,1.879833333,4.566166667,3.7095,1.8685,2.085166667,0,0,0,0,0,0,0
LAP3,P28838,9606.ENSP00000226299,0, nucleoplasm [GO:0005654],proteolysis,peptidase activity,p53 Pathway,tomato,0,0,0,0,0,0,0,0,0,0,0,0,3.069,1.186333333,0,0,0,0,0,0,0,0,0,0
LARP1,Q6PKG0,9606.ENSP00000336721,0,polysomal ribosome,ell proliferation,ribosomal small subunit binding,Ribosome Biosynthesis,lightgreen,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2825,0,0,0
LARS2,Q15031,9606.ENSP00000498867,0,mitochondrion,tRNA aminoacylation for protein translation,aminoacyl-tRNA editing activity,Ribosome Biosynthesis,lightgreen,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.02866667,0,0,0
LASP1,Q14847,9606.ENSP00000325240,0,cytoskeleton,\ion transmembrane transport,actin filament binding,Cell Cycle regulation,coral1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.518,0,0,0
LBR,Q14739,9606.ENSP00000339883,0,nuclear envelope,cholesterol biosynthetic process,lamin binding,Nuclear Pore,deepskyblue3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.98866667,0,44.93533333,32.22066667,0
LDHA,P00338,9606.ENSP00000445175,0,nucleus ,positive regulation of apoptotic process ,NAD binding ,DNA Repair,firebrick1,0,2,0,4.516666667,0,5.139333333,3.516333333,5.885333333,4.093333333,2.885666667,2.298666667,2.816,3.750333333,6.628333333,6.984333333,2.653333333,2.286,0,0,0,0,0,0,0
LDHB,P07195,9606.ENSP00000379386,0, oxidoreductase complex [GO:1990204],NAD metabolic process,NAD binding ,DNA Repair,firebrick1,0,2,0,0,0,0,0,0,0,0,1.068666667,0,2.392,3.192,4.894,0,0,0,0,0,0,0,0,0
LEO1,Q8WVC0,9606.ENSP00000299601,0,Cdc73/Paf1 complex ,histone H2B ubiquitination ,transcription cofactor activity ,Chromatin Organization,darkviolet,1,3,1,0,0,0,5.883666667,0,0,0,0,0,0,0,2.207333333,0,0,0,0,0,31.996,0,0,0
LGALS3,P17931,9606.ENSP00000254301,0, spliceosomal complex [GO:0005681],RNA splicing ,RNA binding ,DNA Repair,firebrick1,0,2,0,0,0,0,0,0,0,0,0.543333333,0,0,1.164,1.727333333,0,0,0,0,0,0,0,0,0
LMNA,P02545,9606.ENSP00000357283,0, nuclear lamina [GO:0005652],nuclear envelope organization ,lamin binding ,Chromatin Organization,darkviolet,0,0,2,0,0,0,0,0,0,0,0,2.197,2.176666667,5.653,4.33,2.007666667,4.517666667,41,35.27133333,0,0,36.05033333,36.501,0
LMNB1,P20700,9606.ENSP00000261366,NER,nuclear envelope ,nuclear envelope organization ,lamin binding ,DNA Repair,firebrick1,0,0,4,8.744,7.396666667,8.394,7.839333333,9.86733333,7.917333333,8.926,6.387333333,5.322333333,6.779,8.657666667,6.600333333,7.633333333,7.500333333,0,0,43.1835,0,0,44.50566667,61.4035
LMNB2,Q03252,9606.ENSP00000327054,0,nuclear envelope ,nuclear envelope organization ,lamin binding ,Chromatin Organization,darkviolet,0,0,4,4.901,4.372666667,2.14,5.789333333,5.783666667,2.189333333,3.875,4.709333333,3.679,2.301666667,3.222,5.317,2.027,1.873,31,0,32.294,0,57.946,57.98733333,56.77966667
LMO7,Q8WWI1,9606.ENSP00000366757,NER,ubiquitin ligase complex ,positive regulation of transcription from RNA polymerase II promoter ,ubiquitin-protein transferase activity ,Transcription Regulation,slateblue1,0,3,3,0,1.765333333,2.031,2.225666667,0,0,0,0,0,0,0,1.683333333,0,0,0,0,0,0,26.05233333,0,0
LONP1,P36776,9606.ENSP00000353826,0,nucleoplasm,misfolded or incompletely synthesized protein catabolic process,serine-type endopeptidase activity,UPR,maroon,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.026,0,0,0,0
LRPPRC,P42704,9606.ENSP00000260665,DSB,ribonucleoprotein complex ,mRNA transport ,ubiquitin protein ligase binding ,RNA Metabolism,gold,0,0,4,8.481666667,7.567333333,9.447,9.607,10.43833333,5.031666667,7.331666667,7.77,5.713666667,4.358666667,8.616333333,8.741666667,3.502,6.274333333,63,0,36.79433333,0,69.572,67.63216667,51.16533333
LRWD1,Q9UFC0,9606.ENSP00000292616,MMR,"chromosome, telomeric region ",chromatin organization ,methylated histone binding ,Chromatin Organization,darkviolet,0,3,5,0,0,0,3.408333333,3.6,4.927666667,2.477666667,0.259,0,1.945666667,0.427666667,4.042333333,0,0,0,0,18.79566667,0,0,0,0
LSG1,Q9H089,9606.ENSP00000265245,DSB,nuclear body ,nucleocytoplasmic transport ,GTPase activity ,Ribosome Biosynthesis,lightgreen,4,0,3,0,0,0,0,2.779,0,0,0,0,0,0,0,0,0,0,0,0,0,20.079,0,0
LTF,P02788,9606.ENSP00000231751,0,nucleus ,positive regulation of NF-kappaB transcription factor activity ,DNA binding ,Chromatin Organization,darkviolet,4,0,0,0,0,0,0,2.017166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYN,P07948,9606.ENSP00000428924,DSB,nucleus,protein phosphorylation,kinase activity,Cell Cycle regulation,coral1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.995,0,0
MACROD1,Q9BQ69,9606.ENSP00000255681,0,nucleoplasm ,DNA repair ,deacetylase activity ,DNA Repair,firebrick1,0,0,6,0,1.978333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.795,0,44.77133333,50.22633333,0
MACROH2A1,O75367,9606.ENSP00000423563,0,nucleosome ,chromatin organization ,structural constituent of chromatin ,Chromatin Organization,darkviolet,0,0,4,2.206666667,0,2.152333333,0.358666667,2.616333333,1.182,1.056666667,2.089333333,0,3.312666667,6.752666667,6.600333333,2.605333333,3.699666667,56,37.52533333,57.24333333,0,64.28666667,62.98833333,58.06633333
MAGOH,P61326,9606.ENSP00000360525,NHEJ,nuclear speck ,"mRNA splicing, via spliceosome ",RNA binding ,RNA Metabolism,gold,0,2,0,1.641666667,0,2.507333333,1.752333333,1.827333333,2.072,2.001333333,2.720666667,0,0,3.551666667,5.367,0,0,0,0,0,0,0,0,0
MAPT,P10636,9606.ENSP00000340820,0,tubulin complex ,microtubule cytoskeleton organization ,DNA binding ,DNA Repair,firebrick1,2,0,0,1.6,0,0,0,0.0565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARS1,P56192,9606.ENSP00000262027,0,nucleolus,rRNA transcription,aminoacyl-tRNA ligase activity,RNA Metabolism,gold,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.38766667,0,0,0
MATR3,P43243,9606.ENSP00000354346,0,nuclear matrix ,posttranscriptional regulation of gene expression ,miRNA binding ,DNA Repair,firebrick1,1,0,4,5.283666667,2.838333333,4.688666667,7.353333333,2.931,3.293333333,4.429666667,1.097666667,2.631,0,2.186,3.063666667,1.992,0,0,0,32.02666667,0,62.52333333,62.645,68.221
MCL1,Q07820,9606.ENSP00000358022,DSB,Bcl-2 family protein complex,regulation of apoptotic process,BH3 domain binding,Cell Cycle regulation,coral1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.64466667,0,0,0
MCM2,P49736,9606.ENSP00000265056,0, MCM complex [GO:0042555],DNA duplex unwinding ,DNA helicase activity ,Cell Cycle regulation,coral1,0,4,1,0,0,0,0,0,0,0,1.482,0,2.478666667,4.681333333,2.036,0,0,0,0,0,20.91666667,0,0,0
MCM3,P25205,9606.ENSP00000480987,0,MCM complex ,DNA duplex unwinding ,DNA helicase activity ,DNA Repair,firebrick1,0,0,1,4.253333333,2.305,0,6.384,4.548,0,2.493666667,0,2.034,0,4.766666667,2.896333333,0,0,0,0,0,39.784,25.86333333,0,0
MCM3AP,O60318,9606.ENSP00000291688,0,nuclear pore nuclear basket,mRNA export from nucleus,histone acetyltransferase activity,Chromatin Organization,darkviolet,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.47233333,14.523,32.251,0,0
MCM4,P33991,9606.ENSP00000262105,DSB,MCM complex,DNA replication,DNA helicase activity,Cell Cycle regulation,coral1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.95833333,27.94133333,0,0,0
MCM5,P33992,9606.ENSP00000216122,0,CMG complex ,DNA duplex unwinding ,DNA helicase activity ,Cell Cycle regulation,coral1,3,0,3,4.832,4.929666667,5.143,7.647333333,7.830333333,4.442666667,2.57,3.840333333,2.403666667,4.86,5.492333333,6.504666667,2.582666667,0,38,36.237,0,27.53,32.38966667,0,0
MCM6,Q14566,9606.ENSP00000264156,HR,MCM complex ,DNA duplex unwinding ,DNA helicase activity ,DNA Repair,firebrick1,3,0,1,2.523333333,2.148,2.309,5.788,4.387,0,2.055666667,0.986666667,0,0,4.156,2.433,0,0,0,0,0,20.74,0,0,0
MCM7,P33993,9606.ENSP00000307288,0,CMG complex ,DNA duplex unwinding ,DNA helicase activity ,Cell Cycle regulation,coral1,1,4,3,5.411,2.744666667,0,7.877333333,1.582333333,3.028,2.783333333,1.395666667,2.609333333,2.660333333,5.557666667,3.171333333,0,0,0,0,0,20.641,31.27533333,0,0
MDC1,Q14676,9606.ENSP00000365588,DSB,chromosome ,DNA repair ,damaged DNA binding ,DNA Repair,firebrick1,2,0,3,2.176666667,0,0,0,0,0.867333333,0,0.796333333,0,0,0,1.917,0,2.192333333,0,0,0,24.66733333,32.299,0,0
MDH2,P40926,9606.ENSP00000327070,0,nucleus,oxaloacetate metabolic process,L-malate dehydrogenase activity,Transcription Regulation,slateblue1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,55.05833333,0,0,55.97666667,60.44816667,61.20233333
MED1,Q15648,9606.ENSP00000300651,HR,mediator complex ,"transcription, DNA-templated ",transcription coactivator activity ,DNA Repair,firebrick1,5,0,0,0,0,0,0,0,0,2.666333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MED20,Q9H944,9606.ENSP00000265350,0,nucleus,"transcription, DNA-templated",transcription coactivator activity,Transcription Regulation,slateblue1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.31666667,0,0
MEN1,O00255,9606.ENSP00000337088,0,MLL1 complex ,histone H3-K4 methylation ,chromatin binding ,DNA Repair,firebrick1,0,0,0,0,2.301333333,0,2.203666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGME1,Q9BQP7,9606.ENSP00000366939,SSB,mitochondrion,mitochondrial DNA repair,single-stranded DNA exodeoxyribonuclease activity,DNA Repair,firebrick1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.67666667,0,0,0
MISP,Q8IVT2,9606.ENSP00000215582,HR,spindle pole centrosome ,cell division ,actin filament binding ,Cell Cycle regulation,coral1,0,4,4,2.688333333,2.843333333,2.763666667,3.261666667,5.979666667,2.316,0,0,0,0,5.661,2.600333333,0,0,0,0,40.035,0,52.023,44.276,57.93066667
MKI67,P46013,9606.ENSP00000357643,0,chromosome ,chromatin organization ,DNA binding ,Cell Cycle regulation,coral1,1,0,0,0,0,0,4.717333333,2.095333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMUT,P22033,9606.ENSP00000274813,0,cytoplasm,succinyl-CoA biosynthetic process,GTPase activity,Chromatin Organization,darkviolet,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.307,0,0,0
MPG,P29372,9606.ENSP00000219431,BER,nucleoplasm ,base-excision repair ,damaged DNA binding ,DNA Repair,firebrick1,0,0,1,0,1.943,0,0,1.859333333,0,0,0,0,0,0,0,0,0,0,0,0,39.37366667,0,0,0
MRE11A,P49959,9606.ENSP00000325863,HR,Mre11 complex ,double-strand break repair ,damaged DNA binding ,DNA Repair,firebrick1,1,0,2,2.196666667,0,0,3.747666667,0,0,0,0,0,0,0,0,0,0,71,64.77533333,0,39.56233333,59.40833333,57.44,0
MRPL1,Q9BYD6,9606.ENSP00000315017,0, mitochondrial large ribosomal subunit [GO:0005762],ribosome biogenesis ,structural constituent of ribosome ,Ribosome Biosynthesis,lightgreen,0,0,0,0,0,0,0,0,0,0,0,0,2.131333333,0.787666667,0,0,0,0,0,0,0,0,0,0
MRPL10,Q7Z7H8,9606.ENSP00000290208,0, mitochondrial large ribosomal subunit [GO:0005762],ribosome biogenesis ,structural constituent of ribosome ,Ribosome Biosynthesis,lightgreen,0,3,0,0,0,0,0,0,0,0,0.531,0,0,0,2.796333333,0,0,0,0,0,0,0,0,0
MRPL19,P49406,9606.ENSP00000377486,0,nucleus ,ribosome biogenesis ,structural constituent of ribosome ,Ribosome Biosynthesis,lightgreen,4,0,0,0,0,0,0,2.216,0,0,1.245,0,0,1.417666667,2.687,0,0,0,0,0,0,0,0,0
MRPL2,Q5T653,9606.ENSP00000373404,0,nucleoplasm ,ribosome biogenesis ,structural constituent of ribosome ,Ribosome Biosynthesis,lightgreen,1,0,0,0,0,0,2.291666667,0,0,0,0.660666667,0,2.689,0,2.722333333,0,0,0,0,0,0,0,0,0
MRPL46,Q9H2W6,9606.ENSP00000312311,0,nucleoplasm ,ribosome biogenesis ,structural constituent of ribosome ,Ribosome Biosynthesis,lightgreen,0,0,0,0,2.161333333,0,0,2.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRPS27,Q92552,9606.ENSP00000426941,0,nucleolus ,ribosome biogenesis ,rRNA binding ,Ribosome Biosynthesis,lightgreen,4,0,6,0,0,0,0,2.732666667,0,0,0.528666667,0,0,1.364,2.655333333,0,0,0,0,49.27766667,22.75933333,31.56733333,0,0
MSH2,P43246,9606.ENSP00000233146,MMR,MutSbeta complex ,double-strand break repair ,damaged DNA binding ,DNA Repair,firebrick1,3,4,1,0,0,0,5.319666667,4.198333333,0,0,0.820666667,0,0,3.064666667,0,0,0,0,0,0,30.46266667,19.431,0,0
MSN,P26038,9606.ENSP00000353408,0,nucleus,positive regulation of gene expression,double-stranded RNA binding,RNA Metabolism,gold,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.40866667,0,25.54766667,0,0
MTA1,Q13330,9606.ENSP00000333633,0,NuRD complex ,ATP-dependent chromatin remodeling ,histone deacetylase binding ,DNA Repair,firebrick1,1,0,1,0,0,0,4.428333333,1.822333333,0,0,0,0,0,0,0,0,0,0,0,0,28.464,0,0,0
MTA2,O94776,9606.ENSP00000278823,MMR,NuRD complex ,ATP-dependent chromatin remodeling ,histone deacetylase binding ,Chromatin Organization,darkviolet,1,0,0,0,0,0,6.815666667,1.931666667,0,0,0.811333333,0,0,3.721,2.163333333,1.915333333,0,0,0,0,0,0,0,0
MTCH2,Q9Y6C9,9606.ENSP00000303222,0,nucleus,positive regulation of apoptotic process,membrane insertase activity,Cell Cycle regulation,coral1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.32733333,0,58.22633333,0,0
MT-CO2,P00403,9606.ENSP00000354876,0,mitochondrial membrane,positive regulation of necrotic cell death,cytochrome-c oxidase activity,Cell Cycle regulation,coral1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.19833333,0,0
MTHFD1,P11586,9606.ENSP00000216605,0,cytosol ,purine nucleotide biosynthetic process ,methylenetetrahydrofolate dehydrogenase activity ,Chromatin Organization,darkviolet,1,4,0,0,0,0,1.180333333,0,0,0,0,0,0,1.929333333,0,0,0,0,0,0,0,0,0,0
MTIF2,P46199,9606.ENSP00000263629,0,nucleoplasm,ribosome disassembly,translation factor activity,Ribosome Biosynthesis,lightgreen,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.262,0,0,0
MTREX,P42285,9606.ENSP00000230640,0,TRAMP complex ,"mRNA splicing, via spliceosome ",RNA helicase activity ,DNA Repair,firebrick1,0,0,6,0,0,0,4.653666667,2.107666667,0,1.895333333,0,0,0,0.882333333,2.145,0,0,0,0,47.99566667,32.21133333,38.545,25.50366667,0
MYBBP1A,Q9BQG0,9606.ENSP00000370968,DSB,B-WICH complex ,chromatin remodeling ,transcription corepressor activity ,Cell Cycle regulation,coral1,1,0,0,0,0,0,4.654666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYH9,P35579,9606.ENSP00000216181,NER,myosin complex ,protein transport ,ATPase activity ,Cell Cycle regulation,coral1,0,0,3,6.714083333,7.730833333,8.2065,8.7695,8.376166667,7.014166667,7.857166667,3.9685,3.986166667,4.5715,8.065833333,5.827833333,0,1.402833333,51,0,0,0,63.49266667,0,0
MYO1B,O43795,9606.ENSP00000376132,0,myosin complex ,actin filament organization ,actin filament organization ,p53 Pathway,tomato,3,2,0,0,1.974,0,6.343,4.681,0,0,1.695,0,2.483333333,3.741,5.466,0,0,0,0,0,0,0,0,0
MYO1C,O00159,9606.ENSP00000496954,0,B-WICH complex ,mRNA transport ,actin filament organization ,p53 Pathway,tomato,3,0,2,0,2.463333333,2.241333333,5.666,4.818333333,0,0,0,0,0,0,0,0,0,30,0,26.04933333,0,51.21666667,43.32933333,0
MYOF,Q9NZM1,9606.ENSP00000352208,0,nuclear envelope ,plasma membrane repair ,phospholipid binding ,Transcription Regulation,slateblue1,0,3,6,1.948666667,2.252666667,2.313,4.625666667,2.563333333,0,0,1.598333333,0,0,0.734,2.741666667,0,0,0,0,39.26483333,32.391,51.6935,0,44.83616667
NAT10,Q9H0A0,9606.ENSP00000257829,0, telomerase holoenzyme complex [GO:0005697],telomere maintenance via telomerase ,telomerase RNA binding ,Chromatin Organization,darkviolet,0,2,2,0,0,0,0,0,0,0,2.148333333,0,3.567666667,5.537,6.685,1.759,0,0,0,0,0,51.44,50.534,0
NBN,O60934,9606.ENSP00000265433,HR,Mre11 complex ,double-strand break repair ,damaged DNA binding ,DNA Repair,firebrick1,3,0,5,0,0,0,3.272,1.908333333,0,0,0,0,0,0,0,0,0,0,0,31.09733333,27.62566667,0,0,0
NCEH1,Q6PIU2,9606.ENSP00000442464,0,endoplasmic reticulum membrane,protein dephosphorylation,"serine hydrolase activity,",UPR,maroon,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.23466667,0,0
NCL,P19338,9606.ENSP00000318195,DSB,spliceosomal complex ,"transcription, DNA-templated ",DNA binding ,Transcription Regulation,slateblue1,0,0,4,10.70866667,7.286,9.52866667,10.605,10.62133333,9.97166667,9.060333333,7.608333333,7.597333333,3.672666667,10.732,7.827,6.127666667,5.923666667,58,63.051,63.86033333,0,64.62966667,60.12766667,75.458
NDC1,Q9BTX1,9606.ENSP00000360483,0,nuclear pore,nucleocytoplasmic transport,structural constituent of nuclear pore,Nuclear Pore,deepskyblue3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.90033333,0,0
NDUFA13,Q9P0J0,9606.ENSP00000423673,0,nucleoplasm ,"transcription, DNA-templated ",NAD binding ,Transcription Regulation,slateblue1,1,3,0,0,0,0,1.567666667,0,0,0,0.884333333,0,0,0,3.155,0,0,0,0,0,0,0,0,0
NES,P48681,9606.ENSP00000357206,0,intermediate filament,G2/M transition of mitotic cell cycle,intermediate filament binding,Cell Cycle regulation,coral1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.47166667,0,0
NFIA,Q12857,9606.ENSP00000360231,0,chromatin,regulation of transcription,transcriptional activator activity,Transcription Regulation,slateblue1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.136,0,32.12333333,0,0
NFS1,Q9Y697,9606.ENSP00000363205,0,nucleus,iron incorporation into metallo-sulfur cluster,iron-sulfur cluster binding,Cell Cycle regulation,coral1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,45.68233333,0,0,0,0
NHP2L1,P55769,9606.ENSP00000383949,DSB,precatalytic spliceosome ,"mRNA splicing, via spliceosome ",RNA binding ,Ribosome Biosynthesis,lightgreen,0,0,0,0,0,2.040333333,0,2.666333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIFK,Q9BYG3,9606.ENSP00000285814,0,condensed nuclear chromosome ,rRNA transcription ,RNA binding ,Ribosome Biosynthesis,lightgreen,4,0,3,0,0,0,0.157,1.943666667,0,0,0,0,0,0,0,0,0,0,0,0,0,37.36566667,0,0
