NAME,DNA_Repair,GO_CC,GO_BP,GO_MF,Uniprot,stringId,Description,nonIR5,IR5,IR30,IR2h,IR8h,IR24h,nonIR24,FC.nonIR5,FC.IR5,FC.IR30,FC.IR2,FC.IR8,FC.IR24,FC.nonIR24,Annotation,An.color,An.number,FuzzyCMeans,Sensor,All_Venn,nonIR5_Venn,IR5_Venn,IR30_Venn,IR2_Venn,IR8_Venn,IR24_Venn,nonIR24_Venn,C2hrs_Venn,C8hrs_Venn,Cmin2hrs_Venn,C2&8hrs_Venn,PCA,OPLS.Sensor,OPLS.Test,VIP.S6vsMre,VIP.S6vsKu,VIP.KuvsMre,Degree,Eigen,Closeness,Betweeness,Hubs,Authority,Transitivity,nonIR5.Degree,nonIR5.Connectivity,nonIR5.Participation,nonIR5.Module,nonIR5.Role,IR5.Degree,IR5.Connectivity,IR5.Participation,IR5.Module,IR5.Role,IR30.Degree,IR30.Connectivity,IR30.Participation,IR30.Module,IR30.Role,IR2.Degree,IR2.Connectivity,IR2.Participation,IR2.Module,IR2.Role,IR8.Degree,IR8.Connectivity,IR8.Participation,IR8.Module,IR8.Role,IR24.Degree,IR24.Connectivity,IR24.Participation,IR24.Module,IR24.Role,nonIR24.Degree,nonIR24.Connectivity,nonIR24.Participation,nonIR24.Module,nonIR24.Role,Sensor2
CTNND1,0,catenin complex ,Wnt signaling pathway ,protein kinase binding ,O60716,9606.ENSP00000382004,"Catenin delta-1; Binds to and inhibits the transcriptional repressor ZBTB33, which may lead to activation of target genes of the Wnt signaling pathway (By similarity). Associates with and regulates the cell adhesion properties of both C-, E- and N-cadherins, being critical for their surface stability. Implicated both in cell transformation by SRC and in ligand-induced receptor signaling through the EGF, PDGF, CSF-1 and ERBB2 receptors. Promotes GLIS2 C-terminal cleavage; Belongs to the beta-catenin family",0,0,0,1,0,0,0,0,0,0,1.472666667,0,0,0,Chromatin Organization,darkviolet,2,1,Sirt6,S6,0,0,0,0,0,0,0,S6,0,0,0,0,0,0,0.165250679,0.770348156,0.602400778,4,0.000721622,0.702302296,0.000603131,0.000721622,0.000721622,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.691076438,0.364690792,5,Peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sirt6
FUS,0,nucleoplasm ,double-strand break repair ,transcription coactivator activity ,P35637,9606.ENSP00000254108,RNA-binding protein FUS; Binds both single-stranded and double-stranded DNA and promotes ATP-independent annealing of complementary single- stranded DNAs and D-loop formation in superhelical double-stranded DNA. May play a role in maintenance of genomic integrity; Belongs to the RRM TET family,0,0,0,1,0,0,0,0,0,0,1.446666667,0,0,0,DNA Repair,firebrick1,3,1,Sirt6,S6&Mre,0,0,0,0,0,0,0,S6&Mre,0,0,0,PC2,0,0,0.542914829,0.765362339,0.717845493,52,0.011660259,0.854932519,0.015036815,0.011660259,0.011660259,0.134992459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sirt6
PSMD4,DSB,proteasome complex ,proteasomal protein catabolic process ,proteasome-activating ATPase activity ,P55036,9606.ENSP00000357876,"26S proteasome non-ATPase regulatory subunit 4; Component of the 26S proteasome, a multiprotein complex involved in the ATP-dependent degradation of ubiquitinated proteins. This complex plays a key role in the maintenance of protein homeostasis by removing misfolded or damaged proteins, which could impair cellular functions, and by removing proteins whose functions are no longer required. Therefore, the proteasome participates in numerous cellular processes, including cell cycle progression, apoptosis, or DNA damage repair. PSMD4 acts as an ubiquitin receptor subunit through ubiquitin- [...] ",0,0,0,1,0,1,0,0,0,0,1.428,0,3.676666667,0,Proteasome,grey,6,0,Sirt6,S6&Ku&Mre,0,0,0,0,0,S6&Ku,0,0,0,0,0,PC4,0,0,0.547439037,0.258993492,0.389063765,22,0.019320911,0.670644324,0,0.019320911,0.019320911,0.861471861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.11851454,0,4,Ultra peripheral,0,0,0,0,0,Sirt6
UBR5,NER,nucleoplasm ,double-strand break repair ,RNA binding ,O95071,9606.ENSP00000429084,"E3 ubiquitin-protein ligase UBR5; E3 ubiquitin-protein ligase which is a component of the N-end rule pathway. Recognizes and binds to proteins bearing specific N-terminal residues that are destabilizing according to the N-end rule, leading to their ubiquitination and subsequent degradation (By similarity). Involved in maturation and/or transcriptional regulation of mRNA by activating CDK9 by polyubiquitination. May play a role in control of cell cycle progression. May have tumor suppressor function. Regulates DNA topoisomerase II binding protein (TopBP1) in the DNA damage response. Pla [...] ",0,1,0,0,0,0,0,0,1.557333333,0,1.373333333,0,0,0,DNA Repair,firebrick1,3,0,Sirt6,S6,0,S6,0,0,0,0,0,0,0,0,0,0,0,0,0.38000075,1.061920613,0.602400778,11,0.01391227,0.737536812,0.0019521,0.01391227,0.01391227,0.127272727,0,0,0,0,0,8,-0.50337419,0.678397435,6,Connector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sirt6
SPOUT1,0,kinetochore ,cell cycle ,methyltransferase activity ,Q5T280,9606.ENSP00000354812,"Spout domain containing methyltransferase 1; Putative methyltransferase C9orf114; Required for association of the centrosomes with the poles of the bipolar mitotic spindle during metaphase. Also involved in chromosome alignment. May promote centrosome maturation probably by recruiting A-kinase anchor protein AKAP9 to centrosomes in early mitosis. Binds specifically to miRNA MIR145 hairpin, regulates MIR145 expression at a postranscriptional level",0,0,0,0,0,0,1,0,0,0,1.333333333,0,0,1.953,Chromatin Organization,darkviolet,2,0,Sirt6,S6&Mre,0,0,0,0,0,0,S6,0,Mre,0,0,0,0,0,0.49335667,0.791989307,0.860949348,0,3.23084E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sirt6
SCRIB,BER,Scrib-APC-beta-catenin complex ,"transcription, DNA-templated ",cadherin binding ,Q14160,9606.ENSP00000349486,Protein scribble homolog; Scaffold protein involved in different aspects of polarized cells differentiation regulating epithelial and neuronal morphogenesis. Most probably functions in the establishment of apico-basal cell polarity. May function in cell proliferation regulating progression from G1 to S phase and as a positive regulator of apoptosis for instance during acinar morphogenesis of the mammary epithelium. May also function in cell migration and adhesion and hence regulate cell invasion through MAPK signaling. May play a role in exocytosis and in the targeting synaptic vesicle [...] ,0,0,0,0,0,0,0,0,0,0,1.324333333,0,0,0,Cell Cycle regulation,coral1,1,1,Sirt6,S6&Mre,0,0,0,0,0,0,0,S6,0,0,0,0,0,0,1.181582484,0.738439489,1.148197975,1,4.92607E-05,0.564253589,0,4.92607E-05,4.92607E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sirt6
DAP3,0,nucleoplasm ,ribosome biogenesis ,RNA binding ,P51398,9606.ENSP00000357320,"28S ribosomal protein S29, mitochondrial; Involved in mediating interferon-gamma-induced cell death; Belongs to the mitochondrion-specific ribosomal protein mS29 family",0,0,0,0,0,0,0,0,0,0,1.198333333,0,0,0,p53 Pathway,tomato,5,1,Sirt6,S6&Ku&Mre,0,0,0,0,0,0,0,S6,0,0,0,PC4,0,0,0.756695416,1.491553583,0.17652285,32,0.141618403,0.78337666,0.005999009,0.141618403,0.141618403,0.544354839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sirt6
TFB2M,0,mitochondrial matrix ,rRNA methylation ,transcription cofactor activity ,Q9H5Q4,9606.ENSP00000355471,"Dimethyladenosine transferase 2, mitochondrial; S-adenosyl-L-methionine-dependent methyltransferase which specifically dimethylates mitochondrial 12S rRNA at the conserved stem loop. Also required for basal transcription of mitochondrial DNA, probably via its interaction with POLRMT and TFAM. Stimulates transcription independently of the methyltransferase activity. Compared to TFB1M, it activates transcription of mitochondrial DNA more efficiently, while it has less methyltransferase activity; Seven-beta-strand methyltransferase motif containing",0,0,0,0,0,0,0,0,0,0,1.187333333,0,0,0,Chromatin Organization,darkviolet,2,1,Sirt6,S6,0,0,0,0,0,0,0,S6,0,0,0,0,0,0,0.298111504,0.700450242,0.602400778,1,2.62853E-07,0.280384958,0,2.62853E-07,2.62853E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sirt6
MTHFD1,0,cytosol ,purine nucleotide biosynthetic process ,methylenetetrahydrofolate dehydrogenase activity ,P11586,9606.ENSP00000216605,"C-1-tetrahydrofolate synthase, cytoplasmic; Methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1; In the N-terminal section; belongs to the tetrahydrofolate dehydrogenase/cyclohydrolase family",0,0,0,0,0,0,0,0,0,0,1.180333333,0,0,0,Chromatin Organization,darkviolet,2,1,Sirt6,S6&Ku,0,0,0,0,0,0,0,S6&Ku,0,0,0,0,0,0,0.301572118,0.315888087,0.164918593,0,3.23084E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sirt6
UTP3,0,small-subunit processome ,chromatin organization ,RNA binding ,Q9NQZ2,9606.ENSP00000254803,U3 small nucleolar RNA-associated protein 3; Something about silencing protein 10; Essential for gene silencing: has a role in the structure of silenced chromatin. Plays a role in the developing brain (By similarity); Belongs to the SAS10 family,0,1,0,0,0,0,0,0,1.829333333,0,1.132666667,0,0,0,Chromatin Organization,darkviolet,2,0,Sirt6,S6,0,S6,0,0,0,0,0,0,0,0,0,0,0,0,0.371136514,0.993905811,0.602400778,48,0.385586824,0.620620551,6.36397E-05,0.385586824,0.385586824,0.909574468,0,0,0,0,0,19,0.457422672,0.516173784,7,Peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sirt6
PSMC6,0,proteasome complex ,proteasomal protein catabolic process ,proteasome-activating ATPase activity ,P62333,9606.ENSP00000401802,"26S proteasome regulatory subunit 10B; Component of the 26S proteasome, a multiprotein complex involved in the ATP-dependent degradation of ubiquitinated proteins. This complex plays a key role in the maintenance of protein homeostasis by removing misfolded or damaged proteins, which could impair cellular functions, and by removing proteins whose functions are no longer required. Therefore, the proteasome participates in numerous cellular processes, including cell cycle progression, apoptosis, or DNA damage repair. PSMC6 belongs to the heterohexameric ring of AAA (ATPases associated wi [...] ",0,1,0,0,0,0,0,0,2.028,0,1.128333333,0,0,0,Proteasome,grey,6,0,Sirt6,S6&Ku,0,S6,0,0,0,0,0,Ku,0,0,0,0,0,0,0.394356007,0.34599588,0.247962623,20,0.017899297,0.522704426,0,0.017899297,0.017899297,1,0,0,0,0,0,6,0.71836291,0,4,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sirt6
PGK1,0,membrane raft ,glycolytic process ,ATP binding ,P00558,9606.ENSP00000362413,"Phosphoglycerate kinase 1; In addition to its role as a glycolytic enzyme, it seems that PGK-1 acts as a polymerase alpha cofactor protein (primer recognition protein). May play a role in sperm motility",0,0,0,0,0,0,1,0,0,0,1.012,0,0,1.909,DNA Repair,firebrick1,3,5,Sirt6,S6&Ku,0,0,0,0,0,0,S6&Ku,0,0,0,0,PC6,Ku80,S6vsKu,0.283544826,2.179530783,2.086143715,3,6.1348E-05,0.500374582,0,6.1348E-05,6.1348E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.612429767,0,5,Ultra peripheral,Sirt6
RRP8,0,eNoSc complex ,positive regulation of histone methylation ,methyltransferase activity ,O43159,9606.ENSP00000254605,"Ribosomal RNA-processing protein 8; Essential component of the eNoSC (energy-dependent nucleolar silencing) complex, a complex that mediates silencing of rDNA in response to intracellular energy status and acts by recruiting histone-modifying enzymes. The eNoSC complex is able to sense the energy status of cell: upon glucose starvation, elevation of NAD(+)/NADP(+) ratio activates SIRT1, leading to histone H3 deacetylation followed by dimethylation of H3 at 'Lys- 9' (H3K9me2) by SUV39H1 and the formation of silent chromatin in the rDNA locus. In the complex, RRP8 binds to H3K9me2 and pr [...] ",0,0,0,0,0,0,1,0,0,0,0.937,0,0,1.632666667,Chromatin Organization,darkviolet,2,0,Sirt6,S6&Mre,0,0,0,0,0,0,S6,0,0,0,0,0,0,0,0.947445269,0.720895823,1.19796878,19,0.035394464,0.719516276,0.001410681,0.035394464,0.035394464,0.339181287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1.424606892,0.602212046,7,Peripheral,Sirt6
HDAC1,0,NuRD complex ,histone deacetylation ,histone deacetylase binding ,Q13547,9606.ENSP00000362649,"Histone deacetylase 1/2; Histone deacetylase 1; Responsible for the deacetylation of lysine residues on the N-terminal part of the core histones (H2A, H2B, H3 and H4). Histone deacetylation gives a tag for epigenetic repression and plays an important role in transcriptional regulation, cell cycle progression and developmental events. Histone deacetylases act via the formation of large multiprotein complexes. Deacetylates SP proteins, SP1 and SP3, and regulates their function. Component of the BRG1-RB1-HDAC1 complex, which negatively regulates the CREST- mediated transcription in restin [...] ",0,0,0,0,0,0,1,0,0,0,0.888,0,0,1.788,Chromatin Organization,darkviolet,2,5,Sirt6,S6&Mre,0,0,0,0,0,0,S6,Mre,0,0,0,PC2,0,0,0.387555371,0.69782195,0.740254696,29,0.001276025,0.801403127,0.005671581,0.001276025,0.001276025,0.162561576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.896200278,0.388045307,5,Peripheral,Sirt6
DKC1,DSB,telomerase holoenzyme complex ,telomere maintenance via telomerase ,telomerase RNA binding ,O60832,9606.ENSP00000358563,"H/ACA ribonucleoprotein complex subunit 4; Isoform 1: Required for ribosome biogenesis and telomere maintenance. Probable catalytic subunit of H/ACA small nucleolar ribonucleoprotein (H/ACA snoRNP) complex, which catalyzes pseudouridylation of rRNA. This involves the isomerization of uridine such that the ribose is subsequently attached to C5, instead of the normal N1. Each rRNA can contain up to 100 pseudouridine ('psi') residues, which may serve to stabilize the conformation of rRNAs. Also required for correct processing or intranuclear trafficking of TERC, the RNA component of the t [...] ",0,0,0,0,0,0,0,0,1.236666667,0,0.787666667,0,0,0,Chromatin Organization,darkviolet,2,0,Sirt6,S6&Mre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.030647465,0.928614131,1.105675075,21,0.033736394,0.77337265,0.001615581,0.033736394,0.033736394,0.385714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sirt6
SET,DSB,chromatin ,chromatin organization ,chromatin binding ,Q01105,9606.ENSP00000361777,"Protein SET; Multitasking protein, involved in apoptosis, transcription, nucleosome assembly and histone chaperoning. Isoform 2 anti-apoptotic activity is mediated by inhibition of the GZMA-activated DNase, NME1. In the course of cytotoxic T- lymphocyte (CTL)-induced apoptosis, GZMA cleaves SET, disrupting its binding to NME1 and releasing NME1 inhibition. Isoform 1 and isoform 2 are potent inhibitors of protein phosphatase 2A. Isoform 1 and isoform 2 inhibit EP300/CREBBP and PCAF-mediated acetylation of histones (HAT) and nucleosomes, most probably by masking the accessibility of lysi [...] ",1,0,1,0,0,1,1,2.036666667,0,4.896333333,0.338333333,0,2.121333333,2.312,Chromatin Organization,darkviolet,2,0,Sirt6,S6&Ku,S6&Ku,0,S6&Ku,0,0,S6&Ku,S6&Ku,Ku,0,0,0,0,0,0,1.003021209,1.228030924,1.876249992,2,0.000119401,0.683728037,0.004651486,0.000119401,0.000119401,0,6,-0.543527154,0.288774677,5,Peripheral,0,0,0,0,0,5,-0.467107546,0.323469038,7,Peripheral,0,0,0,0,0,0,0,0,0,0,4,-0.602617267,0.376086951,5,Peripheral,3,-0.750951004,0.439786653,5,Peripheral,Sirt6
ATRX,0,"chromosome, telomeric region ",chromatin organization ,damaged DNA binding ,P46100,9606.ENSP00000362441,Transcriptional regulator ATRX; Involved in transcriptional regulation and chromatin remodeling. Facilitates DNA replication in multiple cellular environments and is required for efficient replication of a subset of genomic loci. Binds to DNA tandem repeat sequences in both telomeres and euchromatin and in vitro binds DNA quadruplex structures. May help stabilizing G-rich regions into regular chromatin structures by remodeling G4 DNA and incorporating H3.3- containing nucleosomes. Catalytic component of the chromatin remodeling complex ATRX:DAXX which has ATP-dependent DNA translocase  [...] ,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,DNA Repair,firebrick1,3,1,Sirt6,S6&Ku,0,0,0,0,0,0,0,S6,Ku,0,0,0,0,0,0.780589819,1.206774317,0.109892299,15,0.002736959,0.890240551,0.002066845,0.002736959,0.002736959,0.39047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sirt6
CLIC1,0,nuclear envelope ,regulation of cell cycle ,chloride channel activity ,O00299,9606.ENSP00000364935,Chloride intracellular channel protein 1; Can insert into membranes and form chloride ion channels. Channel activity depends on the pH. Membrane insertion seems to be redox-regulated and may occur only under oxydizing conditions. Involved in regulation of the cell cycle,1,1,1,0,0,0,1,3.335333333,2.947333333,4.235666667,0,0,0,4.897333333,Cell Cycle regulation,coral1,1,0,Sirt6,S6&Ku&Mre,S6,S6,S6&Ku,0,0,0,S6,0,0,0,0,0,0,0,0.818013428,0.812144312,0.213872941,0,3.23084E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sirt6
IMPDH2,0,nucleus ,cellular response to interleukin-4 ,DNA binding ,P12268,9606.ENSP00000321584,"Inosine-5'-monophosphate dehydrogenase 2; Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth. Could also have a single-stranded nucleic acid-binding activity and could play a role in RNA and/or DNA metabolism. It may also have a role in the development of malignancy and the growth progression of some tumors",1,1,1,0,0,1,0,4.722666667,2.598666667,5.175,0,0,2.392333333,0,Cell Cycle regulation,coral1,1,2,Sirt6,S6&Ku&Mre,S6,S6,S6,0,0,S6,0,Mre,0,S6,0,0,0,0,0.791655041,0.849482082,0.117782962,1,9.63559E-06,0.651824015,0,9.63559E-06,9.63559E-06,0,1,-0.932625403,0,5,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sirt6
ACLY,DSB,nucleoplasm ,acetyl-CoA biosynthetic process ,damaged DNA binding ,P53396,9606.ENSP00000253792,ATP-citrate synthase; ATP-citrate synthase is the primary enzyme responsible for the synthesis of cytosolic acetyl-CoA in many tissues. Has a central role in de novo lipid synthesis. In nervous tissue it may be involved in the biosynthesis of acetylcholine; In the N-terminal section; belongs to the succinate/malate CoA ligase beta subunit family,0,1,1,0,0,0,0,0,2.578333333,1.548,0,0,0,0,DNA Repair,firebrick1,3,0,Sirt6,S6,0,S6,S6,0,0,0,0,0,0,0,0,0,0,0,0.49737599,0.947639022,0.602400778,1,1.03394E-05,0.478556844,0,1.03394E-05,1.03394E-05,0,0,0,0,0,0,2,0,0,5,Ultra peripheral,2,0,0,3,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sirt6
CSNK2B,0,protein kinase CK2 complex ,Wnt signaling pathway ,protein kinase regulator activity ,P67870,9606.ENSP00000365042,Casein kinase II subunit beta; Participates in Wnt signaling (By similarity). Plays a complex role in regulating the basal catalytic activity of the alpha subunit; Belongs to the casein kinase 2 subunit beta family,0,1,0,0,0,0,0,0,2.447,0,0,0,0,0,DNA Repair,firebrick1,3,0,Sirt6,S6,0,S6,0,0,0,0,0,0,0,0,0,0,0,0,0.238918122,0.709535711,0.602400778,5,0.007470721,0.628122519,0.000101245,0.007470721,0.007470721,0.1,0,0,0,0,0,4,-1.762519411,0.653415719,7,Connector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sirt6
XRCC1,DSB,ERCC4-ERCC1 complex ,double-strand break repair ,damaged DNA binding ,P18887,9606.ENSP00000262887,"X-ray repair cross complementing 1; DNA repair protein XRCC1; Involved in DNA single-strand break repair by mediating the assembly of DNA break repair protein complexes. Probably during DNA repair, negatively regulates ADP-ribose levels by modulating ADP-ribosyltransferase PARP1 activity",1,1,1,0,0,1,0,2.147666667,2.191333333,1.901666667,0,0,2.007,0,DNA Repair,firebrick1,3,2,Sirt6,S6&Mre,S6,S6,S6,0,0,S6,0,0,Mre,S6,0,0,0,0,0.371582915,1.435828316,1.009578542,9,0.00038081,0.791713983,2.60344E-05,0.00038081,0.00038081,0.388888889,4,-0.570272017,0,5,Ultra peripheral,4,-0.355795245,0,6,Ultra peripheral,5,-0.180783768,0,7,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,5,-0.138444942,0,5,Ultra peripheral,0,0,0,0,0,Sirt6
H2AX,DSB,site of double-strand break ,double-strand break repair ,damaged DNA binding ,P16104,9606.ENSP00000434024,"H2A histone family member X; Histone H2AX; Variant histone H2A which replaces conventional H2A in a subset of nucleosomes. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling. Required for checkpoint-mediated arrest of cell cycle progre [...] ",1,1,0,0,0,0,0,2.337,2.168666667,0,0,0,0,0,DNA Repair,firebrick1,3,2,Sirt6,S6&Mre,S6,S6,0,0,0,0,0,Mre,0,S6,0,PC2,0,0,0.182429833,1.042530971,0.718579936,35,0.021629815,0.798184242,0.006378919,0.021629815,0.021629815,0.223529412,20,1.00474082,0.228822525,5,Peripheral,16,0.946041291,0.273098424,6,Peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sirt6
SMC3,0,cohesin complex ,DNA repair ,ATPase activity ,Q9UQE7,9606.ENSP00000354720,"Structural maintenance of chromosome 3 (chondroitin sulfate proteoglycan 6); Structural maintenance of chromosomes protein 3; Central component of cohesin, a complex required for chromosome cohesion during the cell cycle. The cohesin complex may form a large proteinaceous ring within which sister chromatids can be trapped. At anaphase, the complex is cleaved and dissociates from chromatin, allowing sister chromatids to segregate. Cohesion is coupled to DNA replication and is involved in DNA repair. The cohesin complex plays also an important role in spindle pole assembly during mitosis [...] ",1,1,0,0,0,0,0,2.607,2.158,0,0,0,0,0,DNA Repair,firebrick1,3,2,Sirt6,S6&Mre,S6,S6,0,0,0,0,0,Mre,0,S6,0,PC2,0,0,0.073500651,1.047378573,0.78780291,1,0.00015551,0.450760974,0,0.00015551,0.00015551,0,2,-0.784795152,0,5,Ultra peripheral,2,-0.762357945,0,6,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sirt6
